blind_id,panel,slide,cohort,batch,split,x,y,present_order
sa2d3f3,3,R25-264-3,MASH,2025-08-25HE,train,36864,7168,26
sa2d3f3,4,R25-264-3,MASH,2025-08-25HE,train,20992,27648,26
sa2d3f3,5,R25-264-3,MASH,2025-08-25HE,train,15360,28160,26
sa2d3f3,6,R25-264-3,MASH,2025-08-25HE,train,17408,7168,26
sa2d3f3,7,R25-264-3,MASH,2025-08-25HE,train,10240,28160,26
sa2d3f3,8,R25-264-3,MASH,2025-08-25HE,train,47104,14336,26
sa2d3f3,9,R25-264-3,MASH,2025-08-25HE,train,14848,20992,26
sa2d3f3,10,R25-264-3,MASH,2025-08-25HE,train,16384,20992,26
sa2d3f3,11,R25-264-3,MASH,2025-08-25HE,train,40960,27648,26
sa2d3f3,12,R25-264-3,MASH,2025-08-25HE,train,31232,27648,26
sa2d3f3,13,R25-264-3,MASH,2025-08-25HE,train,38400,27648,26
sa2d3f3,14,R25-264-3,MASH,2025-08-25HE,train,38912,7168,26
sa2d3f3,15,R25-264-3,MASH,2025-08-25HE,train,24576,27648,26
sa2d3f3,16,R25-264-3,MASH,2025-08-25HE,train,27648,14336,26
sa2d3f3,17,R25-264-3,MASH,2025-08-25HE,train,31232,14336,26
sa2d3f3,18,R25-264-3,MASH,2025-08-25HE,train,6656,21504,26
sa2d3f3,19,R25-264-3,MASH,2025-08-25HE,train,45568,14336,26
sa2d3f3,20,R25-264-3,MASH,2025-08-25HE,train,24064,14336,26
sa2d3f3,21,R25-264-3,MASH,2025-08-25HE,train,9728,7680,26
sa2d3f3,22,R25-264-3,MASH,2025-08-25HE,train,12800,14848,26
sa2d3f3,23,R25-264-3,MASH,2025-08-25HE,train,17920,28160,26
sa2d3f3,24,R25-264-3,MASH,2025-08-25HE,train,31232,20992,26
sd9cfef,1,R25-264-30,MASH,2025-08-25HE,train,6656,8704,7
sd9cfef,2,R25-264-30,MASH,2025-08-25HE,train,35840,14336,7
sd9cfef,3,R25-264-30,MASH,2025-08-25HE,train,22528,19968,7
sd9cfef,4,R25-264-30,MASH,2025-08-25HE,train,26624,8192,7
sd9cfef,5,R25-264-30,MASH,2025-08-25HE,train,24576,8192,7
sd9cfef,6,R25-264-30,MASH,2025-08-25HE,train,43008,13824,7
sd9cfef,7,R25-264-30,MASH,2025-08-25HE,train,41984,7680,7
sd9cfef,8,R25-264-30,MASH,2025-08-25HE,train,36864,14336,7
sd9cfef,9,R25-264-30,MASH,2025-08-25HE,train,26112,19968,7
sd9cfef,10,R25-264-30,MASH,2025-08-25HE,train,43520,26112,7
sd9cfef,11,R25-264-30,MASH,2025-08-25HE,train,29696,26624,7
sd9cfef,12,R25-264-30,MASH,2025-08-25HE,train,40448,19968,7
sd9cfef,13,R25-264-30,MASH,2025-08-25HE,train,20480,19968,7
sd9cfef,14,R25-264-30,MASH,2025-08-25HE,train,37376,26112,7
sd9cfef,15,R25-264-30,MASH,2025-08-25HE,train,33280,19968,7
sd9cfef,16,R25-264-30,MASH,2025-08-25HE,train,24064,26112,7
sd9cfef,17,R25-264-30,MASH,2025-08-25HE,train,41472,19968,7
sd9cfef,18,R25-264-30,MASH,2025-08-25HE,train,36352,19968,7
sd9cfef,19,R25-264-30,MASH,2025-08-25HE,train,22016,26112,7
sd9cfef,20,R25-264-30,MASH,2025-08-25HE,train,7680,14336,7
sd9cfef,21,R25-264-30,MASH,2025-08-25HE,train,30208,8192,7
sd9cfef,22,R25-264-30,MASH,2025-08-25HE,train,19968,26624,7
sd9cfef,23,R25-264-30,MASH,2025-08-25HE,train,31232,26112,7
sd9cfef,24,R25-264-30,MASH,2025-08-25HE,train,40448,26112,7
s953b98,1,R25-264-31,MASH,2025-08-25HE,test,16896,16384,29
s953b98,2,R25-264-31,MASH,2025-08-25HE,test,8192,20480,29
s953b98,3,R25-264-31,MASH,2025-08-25HE,test,7168,15872,29
s953b98,4,R25-264-31,MASH,2025-08-25HE,test,31744,16384,29
s953b98,5,R25-264-31,MASH,2025-08-25HE,test,11776,19968,29
s953b98,6,R25-264-31,MASH,2025-08-25HE,test,24064,15360,29
s953b98,7,R25-264-31,MASH,2025-08-25HE,test,13824,9728,29
s953b98,8,R25-264-31,MASH,2025-08-25HE,test,7680,10240,29
s953b98,9,R25-264-31,MASH,2025-08-25HE,test,26624,15360,29
s953b98,10,R25-264-31,MASH,2025-08-25HE,test,13312,10240,29
s953b98,11,R25-264-31,MASH,2025-08-25HE,test,7168,16384,29
s953b98,12,R25-264-31,MASH,2025-08-25HE,test,21504,15872,29
s953b98,13,R25-264-31,MASH,2025-08-25HE,test,18432,10240,29
s953b98,14,R25-264-31,MASH,2025-08-25HE,test,31232,9728,29
s953b98,15,R25-264-31,MASH,2025-08-25HE,test,29696,9728,29
s953b98,16,R25-264-31,MASH,2025-08-25HE,test,9216,9728,29
s953b98,17,R25-264-31,MASH,2025-08-25HE,test,33792,15360,29
s953b98,18,R25-264-31,MASH,2025-08-25HE,test,32768,19456,29
s953b98,19,R25-264-31,MASH,2025-08-25HE,test,24064,9728,29
s953b98,20,R25-264-31,MASH,2025-08-25HE,test,22528,19456,29
s953b98,21,R25-264-31,MASH,2025-08-25HE,test,25088,19968,29
s953b98,22,R25-264-31,MASH,2025-08-25HE,test,14848,9728,29
s953b98,23,R25-264-31,MASH,2025-08-25HE,test,18944,9728,29
s953b98,24,R25-264-31,MASH,2025-08-25HE,test,14336,16896,29
s54fbe4,1,R25-264-32,MASH,2025-08-25HE,test,29696,18944,27
s54fbe4,2,R25-264-32,MASH,2025-08-25HE,test,28672,22528,27
s54fbe4,3,R25-264-32,MASH,2025-08-25HE,test,20480,19968,27
s54fbe4,4,R25-264-32,MASH,2025-08-25HE,test,15872,19968,27
s54fbe4,5,R25-264-32,MASH,2025-08-25HE,test,36352,10752,27
s54fbe4,6,R25-264-32,MASH,2025-08-25HE,test,40448,10752,27
s54fbe4,7,R25-264-32,MASH,2025-08-25HE,test,17408,10752,27
s54fbe4,8,R25-264-32,MASH,2025-08-25HE,test,13312,10752,27
s54fbe4,9,R25-264-32,MASH,2025-08-25HE,test,31232,22016,27
s54fbe4,10,R25-264-32,MASH,2025-08-25HE,test,31232,22528,27
s54fbe4,11,R25-264-32,MASH,2025-08-25HE,test,27136,10752,27
s54fbe4,12,R25-264-32,MASH,2025-08-25HE,test,8192,19456,27
s54fbe4,13,R25-264-32,MASH,2025-08-25HE,test,34304,10752,27
s54fbe4,14,R25-264-32,MASH,2025-08-25HE,test,19968,19968,27
s54fbe4,15,R25-264-32,MASH,2025-08-25HE,test,18944,11264,27
s54fbe4,16,R25-264-32,MASH,2025-08-25HE,test,6656,11264,27
s54fbe4,17,R25-264-32,MASH,2025-08-25HE,test,23040,10752,27
s54fbe4,18,R25-264-32,MASH,2025-08-25HE,test,17920,22528,27
s54fbe4,19,R25-264-32,MASH,2025-08-25HE,test,15872,11264,27
s54fbe4,20,R25-264-32,MASH,2025-08-25HE,test,7168,22528,27
s54fbe4,21,R25-264-32,MASH,2025-08-25HE,test,45056,22016,27
s54fbe4,22,R25-264-32,MASH,2025-08-25HE,test,10752,19968,27
s54fbe4,23,R25-264-32,MASH,2025-08-25HE,test,4608,11264,27
s54fbe4,24,R25-264-32,MASH,2025-08-25HE,test,44544,22016,27
s14ad9f,1,R25-264-33,MASH,2025-08-25HE,train,24064,7680,21
s14ad9f,2,R25-264-33,MASH,2025-08-25HE,train,17920,7680,21
s14ad9f,3,R25-264-33,MASH,2025-08-25HE,train,30208,18432,21
s14ad9f,4,R25-264-33,MASH,2025-08-25HE,train,5632,7680,21
s14ad9f,5,R25-264-33,MASH,2025-08-25HE,train,30208,15360,21
s14ad9f,6,R25-264-33,MASH,2025-08-25HE,train,36864,7168,21
s14ad9f,7,R25-264-33,MASH,2025-08-25HE,train,26624,17408,21
s14ad9f,8,R25-264-33,MASH,2025-08-25HE,train,18432,19456,21
s14ad9f,9,R25-264-33,MASH,2025-08-25HE,train,12800,18432,21
s14ad9f,10,R25-264-33,MASH,2025-08-25HE,train,26624,15360,21
s14ad9f,11,R25-264-33,MASH,2025-08-25HE,train,33280,15360,21
s14ad9f,12,R25-264-33,MASH,2025-08-25HE,train,32256,15360,21
s14ad9f,13,R25-264-33,MASH,2025-08-25HE,train,22528,19968,21
s14ad9f,14,R25-264-33,MASH,2025-08-25HE,train,7680,15872,21
s14ad9f,15,R25-264-33,MASH,2025-08-25HE,train,31744,7168,21
s14ad9f,16,R25-264-33,MASH,2025-08-25HE,train,23040,15360,21
s14ad9f,17,R25-264-33,MASH,2025-08-25HE,train,11776,15872,21
s14ad9f,18,R25-264-33,MASH,2025-08-25HE,train,25600,17408,21
s14ad9f,19,R25-264-33,MASH,2025-08-25HE,train,31744,18944,21
s14ad9f,20,R25-264-33,MASH,2025-08-25HE,train,25600,7680,21
s14ad9f,21,R25-264-33,MASH,2025-08-25HE,train,22016,15360,21
s14ad9f,22,R25-264-33,MASH,2025-08-25HE,train,9728,17920,21
s14ad9f,23,R25-264-33,MASH,2025-08-25HE,train,18944,7168,21
s14ad9f,24,R25-264-33,MASH,2025-08-25HE,train,26112,15360,21
s6c250c,1,R25-264-34,MASH,2025-08-25HE,train,17920,9728,6
s6c250c,2,R25-264-34,MASH,2025-08-25HE,train,35840,18944,6
s6c250c,3,R25-264-34,MASH,2025-08-25HE,train,27136,11776,6
s6c250c,4,R25-264-34,MASH,2025-08-25HE,train,14848,11776,6
s6c250c,5,R25-264-34,MASH,2025-08-25HE,train,14336,18944,6
s6c250c,6,R25-264-34,MASH,2025-08-25HE,train,32256,9728,6
s6c250c,7,R25-264-34,MASH,2025-08-25HE,train,26112,18432,6
s6c250c,8,R25-264-34,MASH,2025-08-25HE,train,19968,10752,6
s6c250c,9,R25-264-34,MASH,2025-08-25HE,train,16384,10240,6
s6c250c,10,R25-264-34,MASH,2025-08-25HE,train,8704,18944,6
s6c250c,11,R25-264-34,MASH,2025-08-25HE,train,33792,9728,6
s6c250c,12,R25-264-34,MASH,2025-08-25HE,train,25600,9728,6
s6c250c,13,R25-264-34,MASH,2025-08-25HE,train,5120,18944,6
s6c250c,14,R25-264-34,MASH,2025-08-25HE,train,32256,18944,6
s6c250c,15,R25-264-34,MASH,2025-08-25HE,train,10752,9728,6
s6c250c,16,R25-264-34,MASH,2025-08-25HE,train,13824,10240,6
s6c250c,17,R25-264-34,MASH,2025-08-25HE,train,9728,10752,6
s6c250c,18,R25-264-34,MASH,2025-08-25HE,train,27648,18944,6
s6c250c,19,R25-264-34,MASH,2025-08-25HE,train,19968,9728,6
s6c250c,20,R25-264-34,MASH,2025-08-25HE,train,23552,11776,6
s6c250c,21,R25-264-34,MASH,2025-08-25HE,train,5632,12288,6
s6c250c,22,R25-264-34,MASH,2025-08-25HE,train,12800,9728,6
s6c250c,23,R25-264-34,MASH,2025-08-25HE,train,10752,10752,6
s6c250c,24,R25-264-34,MASH,2025-08-25HE,train,7168,10752,6
sc8c985,1,R25-264-35,MASH,2025-08-25HE,test,24064,9216,18
sc8c985,2,R25-264-35,MASH,2025-08-25HE,test,17920,9216,18
sc8c985,3,R25-264-35,MASH,2025-08-25HE,test,7680,9728,18
sc8c985,4,R25-264-35,MASH,2025-08-25HE,test,28672,19456,18
sc8c985,5,R25-264-35,MASH,2025-08-25HE,test,5632,15872,18
sc8c985,6,R25-264-35,MASH,2025-08-25HE,test,9728,9728,18
sc8c985,7,R25-264-35,MASH,2025-08-25HE,test,21504,9216,18
sc8c985,8,R25-264-35,MASH,2025-08-25HE,test,33792,19968,18
sc8c985,9,R25-264-35,MASH,2025-08-25HE,test,38912,14848,18
sc8c985,10,R25-264-35,MASH,2025-08-25HE,test,8192,25600,18
sc8c985,11,R25-264-35,MASH,2025-08-25HE,test,13824,15360,18
sc8c985,12,R25-264-35,MASH,2025-08-25HE,test,24064,15360,18
sc8c985,13,R25-264-35,MASH,2025-08-25HE,test,14336,19968,18
sc8c985,14,R25-264-35,MASH,2025-08-25HE,test,35840,15360,18
sc8c985,15,R25-264-35,MASH,2025-08-25HE,test,3072,20480,18
sc8c985,16,R25-264-35,MASH,2025-08-25HE,test,4608,19968,18
sc8c985,17,R25-264-35,MASH,2025-08-25HE,test,16896,15360,18
sc8c985,18,R25-264-35,MASH,2025-08-25HE,test,18944,15360,18
sc8c985,19,R25-264-35,MASH,2025-08-25HE,test,26112,19456,18
sc8c985,20,R25-264-35,MASH,2025-08-25HE,test,24064,25600,18
sc8c985,21,R25-264-35,MASH,2025-08-25HE,test,20992,15360,18
sc8c985,22,R25-264-35,MASH,2025-08-25HE,test,9728,19968,18
sc8c985,23,R25-264-35,MASH,2025-08-25HE,test,26112,9216,18
sc8c985,24,R25-264-35,MASH,2025-08-25HE,test,13824,25600,18
sd9bb26,1,R25-264-36,MASH,2025-08-25HE,train,14848,16384,14
sd9bb26,2,R25-264-36,MASH,2025-08-25HE,train,22528,20992,14
sd9bb26,3,R25-264-36,MASH,2025-08-25HE,train,23552,12288,14
sd9bb26,4,R25-264-36,MASH,2025-08-25HE,train,27648,16384,14
sd9bb26,5,R25-264-36,MASH,2025-08-25HE,train,12288,21504,14
sd9bb26,6,R25-264-36,MASH,2025-08-25HE,train,8192,12288,14
sd9bb26,7,R25-264-36,MASH,2025-08-25HE,train,27136,6656,14
sd9bb26,8,R25-264-36,MASH,2025-08-25HE,train,20480,11776,14
sd9bb26,9,R25-264-36,MASH,2025-08-25HE,train,13312,12288,14
sd9bb26,10,R25-264-36,MASH,2025-08-25HE,train,26624,11776,14
sd9bb26,11,R25-264-36,MASH,2025-08-25HE,train,5120,16384,14
sd9bb26,12,R25-264-36,MASH,2025-08-25HE,train,34816,15872,14
sd9bb26,13,R25-264-36,MASH,2025-08-25HE,train,32768,11776,14
sd9bb26,14,R25-264-36,MASH,2025-08-25HE,train,17920,11776,14
sd9bb26,15,R25-264-36,MASH,2025-08-25HE,train,17408,7680,14
sd9bb26,16,R25-264-36,MASH,2025-08-25HE,train,23552,6656,14
sd9bb26,17,R25-264-36,MASH,2025-08-25HE,train,19968,12288,14
sd9bb26,18,R25-264-36,MASH,2025-08-25HE,train,34816,20480,14
sd9bb26,19,R25-264-36,MASH,2025-08-25HE,train,10752,7680,14
sd9bb26,20,R25-264-36,MASH,2025-08-25HE,train,26112,20992,14
sd9bb26,21,R25-264-36,MASH,2025-08-25HE,train,27136,20992,14
sd9bb26,22,R25-264-36,MASH,2025-08-25HE,train,30208,7168,14
sd9bb26,23,R25-264-36,MASH,2025-08-25HE,train,7680,7680,14
sd9bb26,24,R25-264-36,MASH,2025-08-25HE,train,13312,16896,14
s1340cf,1,R25-264-37,MASH,2025-08-25HE,train,17920,7680,8
s1340cf,2,R25-264-37,MASH,2025-08-25HE,train,35328,7680,8
s1340cf,3,R25-264-37,MASH,2025-08-25HE,train,25600,7680,8
s1340cf,4,R25-264-37,MASH,2025-08-25HE,train,30208,10240,8
s1340cf,5,R25-264-37,MASH,2025-08-25HE,train,15872,8704,8
s1340cf,6,R25-264-37,MASH,2025-08-25HE,train,20480,7680,8
s1340cf,7,R25-264-37,MASH,2025-08-25HE,train,15872,7680,8
s1340cf,8,R25-264-37,MASH,2025-08-25HE,train,32768,10240,8
s1340cf,9,R25-264-37,MASH,2025-08-25HE,train,13312,9216,8
s1340cf,10,R25-264-37,MASH,2025-08-25HE,train,26112,20480,8
s1340cf,11,R25-264-37,MASH,2025-08-25HE,train,24064,9728,8
s1340cf,12,R25-264-37,MASH,2025-08-25HE,train,32768,8704,8
s1340cf,13,R25-264-37,MASH,2025-08-25HE,train,5632,20992,8
s1340cf,14,R25-264-37,MASH,2025-08-25HE,train,15872,10752,8
s1340cf,15,R25-264-37,MASH,2025-08-25HE,train,8192,20992,8
s1340cf,16,R25-264-37,MASH,2025-08-25HE,train,11776,10752,8
s1340cf,17,R25-264-37,MASH,2025-08-25HE,train,27648,8192,8
s1340cf,18,R25-264-37,MASH,2025-08-25HE,train,29184,8704,8
s1340cf,19,R25-264-37,MASH,2025-08-25HE,train,26112,10240,8
s1340cf,20,R25-264-37,MASH,2025-08-25HE,train,15872,20992,8
s1340cf,21,R25-264-37,MASH,2025-08-25HE,train,31232,8704,8
s1340cf,22,R25-264-37,MASH,2025-08-25HE,train,29696,19968,8
s1340cf,23,R25-264-37,MASH,2025-08-25HE,train,18432,7680,8
s1340cf,24,R25-264-37,MASH,2025-08-25HE,train,28672,20480,8
se6d90b,1,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,23552,9728,13
se6d90b,2,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,28672,8192,13
se6d90b,3,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,21504,10240,13
se6d90b,4,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,26112,8704,13
se6d90b,5,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,14848,11264,13
se6d90b,6,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,17920,10240,13
se6d90b,7,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,27648,10240,13
se6d90b,8,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,24576,10752,13
se6d90b,9,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,7168,10240,13
se6d90b,10,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,8704,10752,13
se6d90b,11,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,10240,11264,13
se6d90b,12,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,24064,10240,13
se6d90b,13,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,7680,9216,13
se6d90b,14,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,18944,8704,13
se6d90b,15,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,5120,10752,13
se6d90b,16,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,2560,11264,13
se6d90b,17,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,3072,9728,13
se6d90b,18,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,9728,9728,13
se6d90b,19,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,13824,10240,13
se6d90b,20,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,16896,8704,13
se6d90b,21,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,13824,9216,13
se6d90b,22,R26-122-10_HE_79,CCl4,2026-04-20_CCl4_HE,train,18432,11264,13
