candidate_id,slide,feature,x,y,width,height,score,tile_x,tile_y,image,overlay,crop_um,crop_mode,m_local_median_territory_um2,m_nc_ratio,m_territory_area_um2,m_z_cyto_entropy_mean,m_z_cyto_eosin_od_mean,m_z_cyto_gray_mean,m_z_cyto_local_std_mean,m_z_nn_distance_um,m_z_territory_area_um2,assigned_to,batch,duplicate_of,padding_um,rank,review_band,verdict,reviewer,notes
ballooning_x010238_y009868,R26-122-10_HE_79,ballooning,10238,9868,56,76,3.422978,9728,9728,images/ballooning_x010238_y009868.png,overlays/ballooning_x010238_y009868.png,107.975,bbox_padded,458.75230830000004,0.05861405197305101,637.224128775,0.31761655864597366,-0.8106452037767105,1.0667047774516738,0.186036755627538,-0.5925565712562962,1.1338926112518153,PathA,2026-04-20_CCl4_HE,,40.0,464,top,,,
ballooning_x030691_y015014,R25-264-39,ballooning,30691,15014,74,75,-3.060538,30208,14848,images/ballooning_x030691_y015014.png,overlays/ballooning_x030691_y015014.png,116.891,bbox_padded,547.1909217450001,0.0551235767842266,883.4048460900001,-0.5138739014650323,1.0725013901106868,-0.37012836200037047,-1.4771903869690681,1.3575158194597345,1.1832186699042222,PathA,2025-08-25HE,,40.0,3916,low,,,
ballooning_x039195_y019172,R22--063-20_HE,ballooning,39195,19172,39,54,-3.276154,38912,18944,images/ballooning_x039195_y019172.png,overlays/ballooning_x039195_y019172.png,99.555,bbox_padded,297.72902147625,0.1471480582524272,202.14540216,-0.6103068122086123,0.7949723924677996,-0.37645834115037113,-0.9141273586384884,-0.001461470721493227,-0.6837033161913975,PathA,2025-09-24HE,,40.0,,vetoed,,,
ballooning_x022232_y012691,R25-151_25_HE,ballooning,22232,12691,60,47,-4.008694,22016,12288,images/ballooning_x022232_y012691.png,overlays/ballooning_x022232_y012691.png,109.957,bbox_padded,291.04399452375003,0.2370564281559046,421.70867271000003,-1.1554878442898633,0.9777859828957489,-1.0013688290882035,-0.9770959736369276,0.3347975435891436,0.8386358698948853,PathA,2025-04-29HE,,40.0,13346,low,,,
ballooning_x051921_y023899,R25-079_24_HE,ballooning,51921,23899,74,88,0.465818,51712,23552,images/ballooning_x051921_y023899.png,overlays/ballooning_x051921_y023899.png,116.891,bbox_padded,383.68374876,0.0488556338028169,1114.7435769600002,-0.3476274750374034,0.7008737153333353,-0.39181043815187677,-0.8400756199847952,2.850701911338612,3.6561754674674924,PathA,2025-03-07_Jaya HE,,40.0,1913,mid,,,
ballooning_x007698_y017271,R26-041-26,ballooning,7698,17271,57,84,-3.800757,7680,16896,images/ballooning_x007698_y017271.png,overlays/ballooning_x007698_y017271.png,108.471,bbox_padded,478.28607971625,0.041254278050134124,663.0442787475,-0.8808779823325397,0.6040709384059021,-0.32952290413252905,-1.567948408091579,0.6162726051463212,0.9890014178258665,PathA,P273-2026-02-13_Christina HE,,40.0,2933,low,,,
ballooning_x019188_y022523,R25-079_24_HE,ballooning,19188,22523,76,80,-6.052791,18944,22528,images/ballooning_x019188_y022523.png,overlays/ballooning_x019188_y022523.png,117.881,bbox_padded,454.1218538512501,0.03153249341590149,861.6325106025,-1.1946049957874827,1.6509044091025593,-0.8898238880597844,-2.4456177222428694,0.8084801381510679,1.7303682823715194,PathA,2025-03-07_Jaya HE,,40.0,3988,low,,,
ballooning_x012945_y023146,R25-079_15_HE,ballooning,12945,23146,57,56,-3.540495,12800,23040,images/ballooning_x012945_y023146.png,overlays/ballooning_x012945_y023146.png,108.471,bbox_padded,305.67132414,0.050431034482758624,426.8604366,-0.7868057105543772,1.035151232713411,-1.3115725734057886,-0.41655097484384296,0.4426215701255791,0.7624678150604988,PathA,2025-03-07_Jaya HE,,40.0,4960,low,,,
ballooning_x011582_y012365,R25-151_32_HE,ballooning,11582,12365,36,30,2.858393,11264,12288,images/ballooning_x011582_y012365.png,overlays/ballooning_x011582_y012365.png,98.069,bbox_padded,228.21087422250002,0.05736060970718009,152.89699259250003,1.2188710791135653,-0.9562525008841851,0.3948993144540998,2.017513569318001,-0.8384145952650572,-0.6023815655543701,PathA,2025-04-29HE,,40.0,,vetoed,,,
ballooning_x013626_y013959,R25-264-24,ballooning,13626,13959,73,70,0.015836,13312,13824,images/ballooning_x013626_y013959.png,overlays/ballooning_x013626_y013959.png,116.395,bbox_padded,464.70136898250007,0.06934938566834337,743.7552463575,-0.4834069099700561,1.018779495597226,-0.6870821563445991,-1.0290759503841151,2.960469574248042,1.7581970527748538,PathA,2025-08-25HE,,40.0,3057,mid,,,
ballooning_x054046_y022617,R25-079_10_HE,ballooning,54046,22617,39,46,-0.838231,53760,22528,images/ballooning_x054046_y022617.png,overlays/ballooning_x054046_y022617.png,99.555,bbox_padded,394.78457333250003,0.14864355689525247,325.54241343,0.02946034138972441,0.44489136541253754,0.09838408543442533,0.21026230358290876,-0.6490805007414245,-0.364528514815259,PathA,2025-03-07_Jaya HE,,40.0,,vetoed,,,
ballooning_x035304_y015785,R26-041-15,ballooning,35304,15785,80,54,4.046688,34816,15360,images/ballooning_x035304_y015785.png,overlays/ballooning_x035304_y015785.png,119.863,bbox_padded,364.180642605,0.07951100244498777,627.1045925625001,0.28763068009130577,-1.8856888405484524,1.7300819404727836,0.7276534344475164,0.3035509593243085,1.3233601308357732,PathA,P273-2026-02-13_Christina HE,,40.0,439,top,,,
ballooning_x008760_y013544,R22--063-16_HE,ballooning,8760,13544,86,84,0.969813,8704,13312,images/ballooning_x008760_y013544.png,overlays/ballooning_x008760_y013544.png,122.834,bbox_padded,662.3083124775001,0.0403364557445995,962.4598895925001,-0.2878916111458675,-0.40167338279444154,0.8933580651493724,-0.3570453139073319,0.3994084132477811,1.0787443715289076,PathA,2025-09-24HE,,40.0,1415,mid,,,
ballooning_x021461_y013875,R25-151-36_HE,ballooning,21461,13875,58,77,0.402312,20992,13824,images/ballooning_x021461_y013875.png,overlays/ballooning_x021461_y013875.png,108.966,bbox_padded,456.8510621025,0.06102661596958175,645.1970967000001,-0.20103891045946412,-0.009263059447494382,-0.3306240882971292,-0.7140133962697661,0.9185007848891414,1.006247812656121,PathA,2025-04-29HE,,40.0,2515,mid,,,
ballooning_x016002_y017192,R22--063-10_HE,ballooning,16002,17192,76,72,0.349933,15872,16896,images/ballooning_x016002_y017192.png,overlays/ballooning_x016002_y017192.png,117.881,bbox_padded,402.38955812250003,0.053563075003898335,786.625281585,-0.4802606823034292,0.4015521356648968,-0.0564811392694479,-0.6398118151458874,2.119723713658518,2.2891032546700263,PathA,2025-09-24HE,,40.0,1801,mid,,,
ballooning_x034181_y022288,R25-079_15_HE,ballooning,34181,22288,34,39,-4.864731,33792,22016,images/ballooning_x034181_y022288.png,overlays/ballooning_x034181_y022288.png,97.079,bbox_padded,388.89684317250004,0.10137375651350071,129.4687329975,0.16545965624131673,1.3457813186347456,-3.674243377292176,-0.08523356687004413,-1.0695066708669825,-0.9841655441828209,PathA,2025-03-07_Jaya HE,,40.0,,vetoed,,,
ballooning_x017125_y012784,R25-151-36_HE,ballooning,17125,12784,57,76,-0.074408,16896,12288,images/ballooning_x017125_y012784.png,overlays/ballooning_x017125_y012784.png,108.471,bbox_padded,440.59847364,0.033433433433433433,612.6919197750001,0.03971342747135469,-0.3092600732080376,0.15213095690801948,0.06588133421901927,0.7305671062904093,1.0342191645307792,PathA,2025-04-29HE,,40.0,2889,mid,,,
ballooning_x033471_y023290,R25-079_24_HE,ballooning,33471,23290,72,84,0.5337,33280,23040,images/ballooning_x033471_y023290.png,overlays/ballooning_x033471_y023290.png,115.9,bbox_padded,368.6577707475,0.03141091658084449,952.8309975600001,-0.0987568515447039,1.0703807083321146,-0.17954721309783633,-0.5462542789315075,2.4400190390004233,2.7332586615675694,PathA,2025-03-07_Jaya HE,,40.0,1865,mid,,,
ballooning_x020788_y014634,R26-122-36_HE_95,ballooning,20788,14634,95,88,2.941485,20480,14336,images/ballooning_x020788_y014634.png,overlays/ballooning_x020788_y014634.png,127.292,bbox_padded,384.32771924625,0.08979951735659923,1321.55009883,0.49200837581992407,-0.36311711399013374,-0.9470702836358285,0.5911965245625164,3.523290788754354,4.55870435247306,PathA,2026-04-20_CCl4_HE,,40.0,845,top,,,
ballooning_x009526_y022244,R25-345-20,ballooning,9526,22244,63,80,0.15903,9216,22016,images/ballooning_x009526_y022244.png,overlays/ballooning_x009526_y022244.png,111.443,bbox_padded,483.52983939000006,0.10172038163924574,816.3705849975,0.06424079256049478,0.7108874877251362,-0.6890011863671015,-0.09986592438976727,0.6127340176883281,1.4837703087472562,PathA,2025-11-14HE,,40.0,696,mid,,,
ballooning_x005606_y019166,R25-345-13,ballooning,5606,19166,76,86,2.881231,5120,18944,images/ballooning_x005606_y019166.png,overlays/ballooning_x005606_y019166.png,117.881,bbox_padded,380.55589211250003,0.05939031949061812,1088.4327828075002,0.05350442192996959,-0.36463894242329775,0.782151295215788,-0.40987641590427826,3.0090822998982776,4.006676451816193,PathA,2025-11-14HE,,40.0,748,top,,,
ballooning_x028926_y013099,R22--063-6_HE,ballooning,28926,13099,102,98,4.261713,28672,12800,images/ballooning_x028926_y013099.png,overlays/ballooning_x028926_y013099.png,130.759,bbox_padded,753.3228078675,0.016943745347559463,1730.1953702475003,0.02109288487971164,-0.40269835693028805,0.36462472545996466,0.033895227818527156,6.679156527250562,3.860326560166442,PathA,2025-09-24HE,,40.0,176,top,,,
ballooning_x036570_y018250,R22--063-20_HE,ballooning,36570,18250,91,76,0.30945,36352,17920,images/ballooning_x036570_y018250.png,overlays/ballooning_x036570_y018250.png,125.311,bbox_padded,304.3833831675,0.018673463733584528,1106.8319395575002,-1.7025402914176202,0.21396441748573125,0.24713207250441227,-1.0415186752629721,3.823935249284229,5.01993008930135,PathA,2025-09-24HE,,40.0,1550,mid,,,
ballooning_x019422_y015395,R26-041-15,ballooning,19422,15395,78,48,-3.463648,18944,15360,images/ballooning_x019422_y015395.png,overlays/ballooning_x019422_y015395.png,118.872,bbox_padded,491.80945992750003,0.062401678028316726,467.82922563000005,-0.6825512883278329,0.8244643804809477,-0.4802701288442511,-0.9315196801827458,-1.2873474984594213,-0.1176297444047049,PathA,P273-2026-02-13_Christina HE,,40.0,,vetoed,,,
ballooning_x008804_y022488,R26-041-1,ballooning,8804,22488,86,67,0.655065,8704,22016,images/ballooning_x008804_y022488.png,overlays/ballooning_x008804_y022488.png,122.834,bbox_padded,389.5101483975,0.036647173489278755,786.5639510625001,-0.6319842938548291,-0.13023762267062838,1.0997473214787028,-1.1081041103847742,2.779264379734874,2.164924728235736,PathA,P273-2026-02-13_Christina HE,,40.0,1721,mid,,,
ballooning_x026638_y021568,R25-345-20,ballooning,26638,21568,43,52,1.514238,26624,21504,images/ballooning_x026638_y021568.png,overlays/ballooning_x026638_y021568.png,101.537,bbox_padded,553.2626434725,0.06547884187082405,275.37404602500004,-0.0966960404463588,-0.6804491054526961,1.1914928056355467,0.15670798407315992,-0.24910372504489675,-1.5521166232546741,PathA,2025-11-14HE,,40.0,,vetoed,,,
ballooning_x026356_y015781,R25-345-17,ballooning,26356,15781,89,72,-0.245444,26112,15360,images/ballooning_x026356_y015781.png,overlays/ballooning_x026356_y015781.png,124.32,bbox_padded,544.4003829712501,0.06817751404583045,971.5368069225001,0.06406187954384344,0.33362525105703533,-0.7620113074455018,-0.4370924614610226,0.9153457128362735,1.532623456565986,PathA,2025-11-14HE,,40.0,1599,mid,,,
ballooning_x015674_y013933,R22--063-25_HE,ballooning,15674,13933,81,88,7.378421,15360,13824,images/ballooning_x015674_y013933.png,overlays/ballooning_x015674_y013933.png,120.358,bbox_padded,469.91446339500004,0.06820688809903175,1000.7914661550001,0.45105242178515154,-2.069641068857028,2.2266898146850944,0.6869368753427342,0.7317140226581417,2.0881230379218203,PathA,2025-09-24HE,,40.0,73,top,,,
ballooning_x004631_y015482,R25-264-17,ballooning,4631,15482,90,80,4.520641,4608,15360,images/ballooning_x004631_y015482.png,overlays/ballooning_x004631_y015482.png,124.816,bbox_padded,409.38123768750006,0.04005856515373353,1047.2186716875,0.16792336957043053,-0.7391840691656264,0.8943589803416407,0.48983473560626856,2.855755612757281,2.956671822363157,PathA,2025-08-25HE,,40.0,124,top,,,
ballooning_x011644_y014907,R25-264-17,ballooning,11644,14907,79,69,-3.105278,11264,14848,images/ballooning_x011644_y014907.png,overlays/ballooning_x011644_y014907.png,119.367,bbox_padded,456.17642635500005,0.02969543147208122,724.9267759500001,-0.45640485889486604,1.4368552814416236,-1.0802513878913838,-1.4742096555074424,0.9423730065871188,1.5984956776779022,PathA,2025-08-25HE,,40.0,3780,low,,,
ballooning_x008471_y010531,R25-151_32_HE,ballooning,8471,10531,56,60,-0.671301,8192,10240,images/ballooning_x008471_y010531.png,overlays/ballooning_x008471_y010531.png,107.975,bbox_padded,244.2794711175,0.21749859786876055,546.7616080875,-0.5476149863424615,0.4317223758120879,-0.4021984967495127,-0.28126322890143346,1.226065973532434,2.486239481120006,PathA,2025-04-29HE,,40.0,5508,mid,,,
ballooning_x021652_y011864,R22-354_16_ACLY656 CHOW1,ballooning,21652,11864,69,79,0.072942,21504,11776,images/ballooning_x021652_y011864.png,overlays/ballooning_x021652_y011864.png,114.414,bbox_padded,527.8104766350001,0.0526562919237993,914.3154294300001,0.06926323535087883,-0.08260625987000185,-0.8199699666167459,0.030250599264922656,1.4193854945274507,1.1896559659170172,PathA,2025-03-28_Celina 656D H&E,,40.0,1886,mid,,,
ballooning_x016621_y012430,R22-354_19_ACLY656 CHOW4,ballooning,16621,12430,80,57,5.082643,16384,12288,images/ballooning_x016621_y012430.png,overlays/ballooning_x016621_y012430.png,119.863,bbox_padded,440.23049050500003,0.08668263685564723,691.2563190975001,0.41451571311329116,-1.9319312465984841,1.9039169833207983,1.1278632766355356,0.3477826264742524,1.236314679148099,PathA,2025-03-28_Celina 656D H&E,,40.0,283,top,,,
ballooning_x026421_y017525,R25-223-21_HE,ballooning,26421,17525,62,60,-1.590601,26112,17408,images/ballooning_x026421_y017525.png,overlays/ballooning_x026421_y017525.png,110.947,bbox_padded,340.87504405500005,0.057483863110461574,503.58492024750007,-0.7427308461881632,0.27986569942295175,0.05043117506843403,-0.7008950174511964,0.7046809463210777,1.0307741848452807,PathA,2025-07-09_Evelyn_HE,,40.0,5464,low,,,
ballooning_x031516_y013867,R26-041-15,ballooning,31516,13867,69,66,0.116107,31232,13824,images/ballooning_x031516_y013867.png,overlays/ballooning_x031516_y013867.png,114.414,bbox_padded,406.80535574250007,0.10719184793258867,625.9393126350001,0.32553013121068647,0.693918714831658,-0.8701060078460086,0.3098331537955861,0.810543069423023,1.373976900575755,PathA,P273-2026-02-13_Christina HE,,40.0,2900,mid,,,
ballooning_x011047_y014784,R22--063-16_HE,ballooning,11047,14784,89,82,-5.958142,10752,14336,images/ballooning_x011047_y014784.png,overlays/ballooning_x011047_y014784.png,124.32,bbox_padded,628.8218471925001,0.048434105240845744,1157.3682900975,-0.6540020160186896,1.6822839000286636,-2.4785555736499565,-1.8740788113123041,0.9813661284247529,1.7996165217242404,PathA,2025-09-24HE,,40.0,2819,low,,,
ballooning_x024956_y012324,R22-354_23_ACLY656 NASH4,ballooning,24956,12324,79,72,6.555114,24576,12288,images/ballooning_x024956_y012324.png,overlays/ballooning_x024956_y012324.png,119.367,bbox_padded,471.38639593500005,0.02219648716464003,953.2603112175001,0.6337780877544499,-1.810462589823832,2.0612400605469294,0.6409437884772837,1.7327868225178316,1.6893445639807487,PathA,2025-03-28_Celina 656D H&E,,40.0,78,top,,,
ballooning_x033225_y017791,R25-223-21_HE,ballooning,33225,17791,74,75,0.943111,32768,17408,images/ballooning_x033225_y017791.png,overlays/ballooning_x033225_y017791.png,116.891,bbox_padded,339.40311151500003,0.04195323246217332,891.74579715,-0.758709709295435,-0.4239753950166791,0.42929647138989935,-0.5702125912893893,2.6180110616320977,3.390713803988956,PathA,2025-07-09_Evelyn_HE,,40.0,2754,mid,,,
ballooning_x017301_y020450,R26-122-17_HE_101,ballooning,17301,20450,79,64,4.334967,16896,19968,images/ballooning_x017301_y020450.png,overlays/ballooning_x017301_y020450.png,119.367,bbox_padded,493.12806616125005,0.07533838426832383,720.4496478075,0.3945373032220767,-0.4552563953697217,0.6772260446208768,1.396929605632342,0.3929598241712893,1.1856770215793218,PathA,2026-04-20_CCl4_HE,,40.0,400,top,,,
ballooning_x005878_y012129,R22-354_23_ACLY656 NASH4,ballooning,5878,12129,58,58,3.067111,5632,11776,images/ballooning_x005878_y012129.png,overlays/ballooning_x005878_y012129.png,108.966,bbox_padded,433.26947620125003,0.03518169972491675,423.60991890750006,0.8156373017436107,-0.49449462420485124,1.359539709513254,0.5926901328816582,0.5313784238600648,-0.03704054902983383,PathA,2025-03-28_Celina 656D H&E,,40.0,,vetoed,,,
ballooning_x029169_y021037,R25-264-1,ballooning,29169,21037,78,95,2.142693,28672,20992,images/ballooning_x029169_y021037.png,overlays/ballooning_x029169_y021037.png,118.872,bbox_padded,537.2553771,0.13941406459214828,1145.1021855975,0.3623461646893338,0.011700064848616912,-0.017025224709130846,0.5665579220413542,0.8356311867922995,3.1532443005530824,PathA,2025-08-25HE,,40.0,61,top,,,
ballooning_x023995_y012885,R25-264-24,ballooning,23995,12885,64,66,-3.459313,23552,12800,images/ballooning_x023995_y012885.png,overlays/ballooning_x023995_y012885.png,111.938,bbox_padded,460.8988765875,0.03150856665273715,733.8197017125001,-1.0367596437832698,0.7595768517827174,-0.6021497256273125,-1.9650407276618282,0.6036939342847268,1.5003668481233936,PathA,2025-08-25HE,,40.0,5493,low,,,
ballooning_x009688_y018708,R25-345-1,ballooning,9688,18708,50,56,4.218249,9216,18432,images/ballooning_x009688_y018708.png,overlays/ballooning_x009688_y018708.png,105.004,bbox_padded,284.60428966125005,0.06112829577257328,416.37291725250003,1.3859429723611392,-0.6824203562374459,1.4661650689982388,1.133594352983885,1.0485257982115048,0.8219758347903938,PathA,2025-11-14HE,,40.0,760,top,,,
ballooning_x024175_y011874,R22-354_16_ACLY656 CHOW1,ballooning,24175,11874,66,50,1.335577,24064,11776,images/ballooning_x024175_y011874.png,overlays/ballooning_x024175_y011874.png,112.928,bbox_padded,587.76106237875,0.09766637856525497,425.75648719500003,0.2444759491647163,0.0795446641693112,-0.5411071889229794,1.102165542600025,-0.049628914429266806,-0.4897381366567966,PathA,2025-03-28_Celina 656D H&E,,40.0,,vetoed,,,
ballooning_x005987_y015599,R25-151_18_HE,ballooning,5987,15599,82,90,0.496891,5632,15360,images/ballooning_x005987_y015599.png,overlays/ballooning_x005987_y015599.png,120.853,bbox_padded,434.58808243500005,0.04831199068684517,948.2925388950001,-0.011545563253096728,0.45076429749751395,-0.17382200158228434,0.18857550910572793,0.7921147363534259,2.4215750541688648,PathA,2025-04-29HE,,40.0,2907,mid,,,
ballooning_x023767_y012468,R25-223-18_HE,ballooning,23767,12468,62,68,10.718258,23552,12288,images/ballooning_x023767_y012468.png,overlays/ballooning_x023767_y012468.png,110.947,bbox_padded,378.04134069,0.07290090771558246,648.63160596,1.6195057326674624,-2.3577347270135562,2.9768754075893264,2.563403455129331,1.2642775643087023,1.5699568614142643,PathA,2025-07-09_Evelyn_HE,,40.0,9,top,,,
ballooning_x022219_y018893,R26-041-20,ballooning,22219,18893,58,56,-3.414615,22016,18432,images/ballooning_x022219_y018893.png,overlays/ballooning_x022219_y018893.png,108.966,bbox_padded,411.40514493,0.10071700649787138,547.436243835,-0.38938936962051207,1.956709357639617,-1.4750500328419667,-0.9477392237488274,-0.6021730456551901,0.6881419064025246,PathA,P273-2026-02-13_Christina HE,,40.0,2682,low,,,
ballooning_x013159_y012734,R25-223-18_HE,ballooning,13159,12734,60,45,-3.387424,12800,12288,images/ballooning_x013159_y012734.png,overlays/ballooning_x013159_y012734.png,109.957,bbox_padded,152.03836527750002,0.06335835927485808,334.9259833725,-1.2528052684866784,1.4918080291468763,-1.0890021527269604,-1.33189513754893,1.325270991377374,3.9360693635209523,PathA,2025-07-09_Evelyn_HE,,40.0,5995,low,,,
ballooning_x010083_y019131,R26-041-20,ballooning,10083,19131,67,62,-0.049786,9728,18944,images/ballooning_x010083_y019131.png,overlays/ballooning_x010083_y019131.png,113.424,bbox_padded,368.4124486575,0.1120197154699227,547.4975743575001,-0.4794543691599082,-0.5314011630475488,0.6876036945834826,-0.7114810831483038,0.7465113926449484,0.8642005343008593,PathA,P273-2026-02-13_Christina HE,,40.0,1533,mid,,,
ballooning_x007646_y020491,R26-041-1,ballooning,7646,20491,48,37,-2.067217,7168,20480,images/ballooning_x007646_y020491.png,overlays/ballooning_x007646_y020491.png,104.013,bbox_padded,202.72804212375001,0.08344341699691767,278.563233195,-0.44237388508647335,0.709536440116708,-0.2117762636369108,-0.5418588387577833,-0.576728512503528,0.9800326957612334,PathA,P273-2026-02-13_Christina HE,,40.0,3263,low,,,
ballooning_x006184_y012009,R22-354_1_WT-CHOW1,ballooning,6184,12009,92,91,2.845882,6144,11776,images/ballooning_x006184_y012009.png,overlays/ballooning_x006184_y012009.png,125.806,bbox_padded,474.9742315012501,0.0448272792022792,1377.7288574400002,-0.18862362257781837,-1.1830089902543253,1.1289245789879343,-0.36120643122056756,1.6095877669076057,3.5744974740290707,PathA,2025-03-28_Celina 656D H&E,,40.0,1185,top,,,
ballooning_x056702_y023578,R25-079_24_HE,ballooning,56702,23578,69,50,2.771162,56320,23552,images/ballooning_x056702_y023578.png,overlays/ballooning_x056702_y023578.png,114.414,bbox_padded,374.5455009075,0.09377368706009746,566.3873752875,0.3604338109523571,0.1750343893586412,0.017471607344408828,1.0860556070197922,1.7448497190664536,0.8641438032532417,PathA,2025-03-07_Jaya HE,,40.0,689,top,,,
ballooning_x019500_y020138,R25-079_1_HE,ballooning,19500,20138,76,95,-2.093965,19456,19968,images/ballooning_x019500_y020138.png,overlays/ballooning_x019500_y020138.png,117.881,bbox_padded,523.02669588,0.09085484920807117,1130.68951281,-0.5137935783234727,1.1371475511598501,-0.8492411897944623,-0.9260766815214287,0.824622197437864,2.7456263126105607,PathA,2025-03-07_Jaya HE,,40.0,5836,low,,,
ballooning_x017240_y011714,R25-264-24,ballooning,17240,11714,58,69,0.081406,16896,11264,images/ballooning_x017240_y011714.png,overlays/ballooning_x017240_y011714.png,108.966,bbox_padded,469.17849712500004,0.04603174603174603,618.2116668000001,-0.19922815902457414,-0.4457389155427907,0.4278229886698861,5.718533146827594e-05,-0.03234559457464303,0.9060323634760239,PathA,2025-08-25HE,,40.0,3003,mid,,,
ballooning_x024830_y017283,R22--063-10_HE,ballooning,24830,17283,56,77,-3.09166,24576,16896,images/ballooning_x024830_y017283.png,overlays/ballooning_x024830_y017283.png,107.975,bbox_padded,371.7242968725,0.07037795568795382,658.8124726950001,-0.60507975671853,0.3451697117045429,-0.5698001862087327,-0.5794608054071367,-0.27872135621921496,0.9313543495899537,PathA,2025-09-24HE,,40.0,,vetoed,,,
ballooning_x009121_y014959,R22--063-25_HE,ballooning,9121,14959,57,84,6.839198,8704,14848,images/ballooning_x009121_y014959.png,overlays/ballooning_x009121_y014959.png,108.471,bbox_padded,445.56624596250003,0.04945269741985926,627.5339062200001,0.5359356348201104,-1.6654061876206236,2.7473592562675955,0.7484651167106748,0.4481923674994167,0.8800413735123385,PathA,2025-09-24HE,,40.0,102,top,,,
